,iModulon,Gene
2936,PAL Amp,b3643
2937,PAL Amp,b3644
2938,PAL Amp,b3645
2939,PAL Amp,b3646
2940,PAL Amp,b3647
2941,PAL Amp,b3648
2942,PAL Amp,b3649
2943,PAL Amp,b3650
2944,PAL Amp,b3651
2945,PAL Amp,b3652
2946,PAL Amp,b3653
2947,PAL Amp,b3654
2948,PAL Amp,b3655
2949,PAL Amp,b3656
2950,PAL Amp,b3659
2951,PAL Amp,b3660
2952,PAL Amp,b3661
2953,PAL Amp,b3662
2954,PAL Amp,b3663
2955,PAL Amp,b3664
2956,PAL Amp,b4031
2957,PAL Amp,b4503
2958,PAL Amp,b4519
2959,PAL Amp,b4544
2960,PAL Amp,b4553
2961,PAL Amp,b4554
2962,PAL Amp,b4555
2963,PAL Amp,b4615
2964,PAL Amp,b4650
2965,Propionate,b0331
2966,Propionate,b0333
2967,Propionate,b0334
2968,Propionate,b0335
2969,CP4-44,b2000
2970,minicoli KOs,b0016
2971,minicoli KOs,b0067
2972,minicoli KOs,b0068
2973,minicoli KOs,b0223
2974,minicoli KOs,b0224
2975,minicoli KOs,b0226
2976,minicoli KOs,b0236
2977,minicoli KOs,b0280
2978,minicoli KOs,b0281
2979,minicoli KOs,b0311
2980,minicoli KOs,b0312
2981,minicoli KOs,b0313
2982,minicoli KOs,b0314
2983,minicoli KOs,b0315
2984,minicoli KOs,b0336
2985,minicoli KOs,b0337
2986,minicoli KOs,b0354
2987,minicoli KOs,b0355
2988,minicoli KOs,b0356
2989,minicoli KOs,b0357
2990,minicoli KOs,b0381
2991,minicoli KOs,b0494
2992,minicoli KOs,b0503
2993,minicoli KOs,b0506
2994,minicoli KOs,b0507
2995,minicoli KOs,b0508
2996,minicoli KOs,b0543
2997,minicoli KOs,b0557
2998,minicoli KOs,b0565
2999,minicoli KOs,b0576
3000,minicoli KOs,b0577
3001,minicoli KOs,b0578
3002,minicoli KOs,b0582
3003,minicoli KOs,b0607
3004,minicoli KOs,b0610
3005,minicoli KOs,b0611
3006,minicoli KOs,b0620
3007,minicoli KOs,b0623
3008,minicoli KOs,b0624
3009,minicoli KOs,b0651
3010,minicoli KOs,b0799
3011,minicoli KOs,b0800
3012,minicoli KOs,b0807
3013,minicoli KOs,b0815
3014,minicoli KOs,b0835
3015,minicoli KOs,b0838
3016,minicoli KOs,b0840
3017,minicoli KOs,b0841
3018,minicoli KOs,b0850
3019,minicoli KOs,b0851
3020,minicoli KOs,b0852
3021,minicoli KOs,b0853
3022,minicoli KOs,b0859
3023,minicoli KOs,b0860
3024,minicoli KOs,b0861
3025,minicoli KOs,b0862
3026,minicoli KOs,b0863
3027,minicoli KOs,b0864
3028,minicoli KOs,b0865
3029,minicoli KOs,b0866
3030,minicoli KOs,b0868
3031,minicoli KOs,b0953
3032,minicoli KOs,b0995
3033,minicoli KOs,b1000
3034,minicoli KOs,b1013
3035,minicoli KOs,b1033
3036,minicoli KOs,b1034
3037,minicoli KOs,b1035
3038,minicoli KOs,b1036
3039,minicoli KOs,b1047
3040,minicoli KOs,b1048
3041,minicoli KOs,b1049
3042,minicoli KOs,b1051
3043,minicoli KOs,b1071
3044,minicoli KOs,b1162
3045,minicoli KOs,b1189
3046,minicoli KOs,b1190
3047,minicoli KOs,b1238
3048,minicoli KOs,b1332
3049,minicoli KOs,b1333
3050,minicoli KOs,b1334
3051,minicoli KOs,b1340
3052,minicoli KOs,b1343
3053,minicoli KOs,b1344
3054,minicoli KOs,b1356
3055,minicoli KOs,b1378
3056,minicoli KOs,b1380
3057,minicoli KOs,b1421
3058,minicoli KOs,b1430
3059,minicoli KOs,b1435
3060,minicoli KOs,b1445
3061,minicoli KOs,b1446
3062,minicoli KOs,b1450
3063,minicoli KOs,b1451
3064,minicoli KOs,b1452
3065,minicoli KOs,b1453
3066,minicoli KOs,b1464
3067,minicoli KOs,b1507
3068,minicoli KOs,b1508
3069,minicoli KOs,b1524
3070,minicoli KOs,b1530
3071,minicoli KOs,b1531
3072,minicoli KOs,b1532
3073,minicoli KOs,b1540
3074,minicoli KOs,b1552
3075,minicoli KOs,b1562
3076,minicoli KOs,b1563
3077,minicoli KOs,b1564
3078,minicoli KOs,b1583
3079,minicoli KOs,b1584
3080,minicoli KOs,b1608
3081,minicoli KOs,b1609
3082,minicoli KOs,b1768
3083,minicoli KOs,b1777
3084,minicoli KOs,b1778
3085,minicoli KOs,b1787
3086,minicoli KOs,b1794
3087,minicoli KOs,b1826
3088,minicoli KOs,b1838
3089,minicoli KOs,b1905
3090,minicoli KOs,b1914
3091,minicoli KOs,b1915
3092,minicoli KOs,b1916
3093,minicoli KOs,b1917
3094,minicoli KOs,b1928
3095,minicoli KOs,b1952
3096,minicoli KOs,b1961
3097,minicoli KOs,b1962
3098,minicoli KOs,b1974
3099,minicoli KOs,b2032
3100,minicoli KOs,b2033
3101,minicoli KOs,b2034
3102,minicoli KOs,b2035
3103,minicoli KOs,b2036
3104,minicoli KOs,b2037
3105,minicoli KOs,b2038
3106,minicoli KOs,b2039
3107,minicoli KOs,b2040
3108,minicoli KOs,b2041
3109,minicoli KOs,b2069
3110,minicoli KOs,b2079
3111,minicoli KOs,b2081
3112,minicoli KOs,b2124
3113,minicoli KOs,b2132
3114,minicoli KOs,b2133
3115,minicoli KOs,b2134
3116,minicoli KOs,b2151
3117,minicoli KOs,b2156
3118,minicoli KOs,b2160
3119,minicoli KOs,b2193
3120,minicoli KOs,b2249
3121,minicoli KOs,b2260
3122,minicoli KOs,b2261
3123,minicoli KOs,b2262
3124,minicoli KOs,b2263
3125,minicoli KOs,b2264
3126,minicoli KOs,b2266
3127,minicoli KOs,b2267
3128,minicoli KOs,b2268
3129,minicoli KOs,b2299
3130,minicoli KOs,b2300
3131,minicoli KOs,b2303
3132,minicoli KOs,b2304
3133,minicoli KOs,b2309
3134,minicoli KOs,b2349
3135,minicoli KOs,b2350
3136,minicoli KOs,b2351
3137,minicoli KOs,b2352
3138,minicoli KOs,b2379
3139,minicoli KOs,b2380
3140,minicoli KOs,b2381
3141,minicoli KOs,b2394
3142,minicoli KOs,b2395
3143,minicoli KOs,b2442
3144,minicoli KOs,b2450
3145,minicoli KOs,b2603
3146,minicoli KOs,b2622
3147,minicoli KOs,b2630
3148,minicoli KOs,b2631
3149,minicoli KOs,b2660
3150,minicoli KOs,b2661
3151,minicoli KOs,b2662
3152,minicoli KOs,b2663
3153,minicoli KOs,b2666
3154,minicoli KOs,b2667
3155,minicoli KOs,b2668
3156,minicoli KOs,b2669
3157,minicoli KOs,b2707
3158,minicoli KOs,b2714
3159,minicoli KOs,b2790
3160,minicoli KOs,b2791
3161,minicoli KOs,b2792
3162,minicoli KOs,b2793
3163,minicoli KOs,b2794
3164,minicoli KOs,b2796
3165,minicoli KOs,b2797
3166,minicoli KOs,b2798
3167,minicoli KOs,b2806
3168,minicoli KOs,b2807
3169,minicoli KOs,b2808
3170,minicoli KOs,b2810
3171,minicoli KOs,b2811
3172,minicoli KOs,b2845
3173,minicoli KOs,b2865
3174,minicoli KOs,b2916
3175,minicoli KOs,b2922
3176,minicoli KOs,b2924
3177,minicoli KOs,b2964
3178,minicoli KOs,b3021
3179,minicoli KOs,b3022
3180,minicoli KOs,b3028
3181,minicoli KOs,b3029
3182,minicoli KOs,b3047
3183,minicoli KOs,b3048
3184,minicoli KOs,b3083
3185,minicoli KOs,b3084
3186,minicoli KOs,b3089
3187,minicoli KOs,b3238
3188,minicoli KOs,b3268
3189,minicoli KOs,b3270
3190,minicoli KOs,b3271
3191,minicoli KOs,b3440
3192,minicoli KOs,b3441
3193,minicoli KOs,b3487
3194,minicoli KOs,b3492
3195,minicoli KOs,b3526
3196,minicoli KOs,b3527
3197,minicoli KOs,b3539
3198,minicoli KOs,b3552
3199,minicoli KOs,b3553
3200,minicoli KOs,b3554
3201,minicoli KOs,b3556
3202,minicoli KOs,b3570
3203,minicoli KOs,b3572
3204,minicoli KOs,b3590
3205,minicoli KOs,b3591
3206,minicoli KOs,b3592
3207,minicoli KOs,b3599
3208,minicoli KOs,b3623
3209,minicoli KOs,b3629
3210,minicoli KOs,b3662
3211,minicoli KOs,b3697
3212,minicoli KOs,b3713
3213,minicoli KOs,b3747
3214,minicoli KOs,b3868
3215,minicoli KOs,b3869
3216,minicoli KOs,b3870
3217,minicoli KOs,b3888
3218,minicoli KOs,b3909
3219,minicoli KOs,b3945
3220,minicoli KOs,b3946
3221,minicoli KOs,b3955
3222,minicoli KOs,b4060
3223,minicoli KOs,b4062
3224,minicoli KOs,b4077
3225,minicoli KOs,b4089
3226,minicoli KOs,b4108
3227,minicoli KOs,b4111
3228,minicoli KOs,b4124
3229,minicoli KOs,b4125
3230,minicoli KOs,b4129
3231,minicoli KOs,b4148
3232,minicoli KOs,b4198
3233,minicoli KOs,b4220
3234,minicoli KOs,b4221
3235,minicoli KOs,b4222
3236,minicoli KOs,b4239
3237,minicoli KOs,b4240
3238,minicoli KOs,b4295
3239,minicoli KOs,b4312
3240,minicoli KOs,b4324
3241,minicoli KOs,b4328
3242,minicoli KOs,b4331
3243,minicoli KOs,b4346
3244,minicoli KOs,b4349
3245,minicoli KOs,b4351
3246,minicoli KOs,b4352
3247,minicoli KOs,b4353
3248,minicoli KOs,b4359
3249,minicoli KOs,b4360
3250,minicoli KOs,b4381
3251,minicoli KOs,b4382
3252,minicoli KOs,b4517
3253,minicoli KOs,b4537
3254,minicoli KOs,b4539
3255,minicoli KOs,b4543
3256,minicoli KOs,b4571
3257,minicoli KOs,b4595
3258,minicoli KOs,b4721
3259,minicoli KOs,b4740
3260,GadXW,b1492
3261,GadXW,b1493
3262,GadXW,b3508
3263,GadXW,b3509
3264,GadXW,b3510
3265,GadXW,b3511
3266,GadXW,b3512
3267,GadXW,b3517
3268,Rhamnose,b3901
3269,Rhamnose,b3902
3270,Rhamnose,b3903
3271,Rhamnose,b3904
3272,Rhamnose,b3905
3273,Rhamnose,b3906
3274,Rhamnose,b3907
3275,UC-2,b0080
3276,UC-2,b0146
3277,UC-2,b0173
3278,UC-2,b0380
3279,UC-2,b0485
3280,UC-2,b0499
3281,UC-2,b0514
3282,UC-2,b0762
3283,UC-2,b0772
3284,UC-2,b0825
3285,UC-2,b0856
3286,UC-2,b0872
3287,UC-2,b0887
3288,UC-2,b0917
3289,UC-2,b0918
3290,UC-2,b0922
3291,UC-2,b0928
3292,UC-2,b0932
3293,UC-2,b0946
3294,UC-2,b0991
3295,UC-2,b1043
3296,UC-2,b1068
3297,UC-2,b1125
3298,UC-2,b1256
3299,UC-2,b1380
3300,UC-2,b1443
3301,UC-2,b1444
3302,UC-2,b1480
3303,UC-2,b1604
3304,UC-2,b1957
3305,UC-2,b1958
3306,UC-2,b1959
3307,UC-2,b1991
3308,UC-2,b1992
3309,UC-2,b2085
3310,UC-2,b2113
3311,UC-2,b2250
3312,UC-2,b2279
3313,UC-2,b2280
3314,UC-2,b2281
3315,UC-2,b2317
3316,UC-2,b2318
3317,UC-2,b2379
3318,UC-2,b2388
3319,UC-2,b2463
3320,UC-2,b2508
3321,UC-2,b2714
3322,UC-2,b2741
3323,UC-2,b2742
3324,UC-2,b2749
3325,UC-2,b2750
3326,UC-2,b2777
3327,UC-2,b2785
3328,UC-2,b2903
3329,UC-2,b2950
3330,UC-2,b2958
3331,UC-2,b2994
3332,UC-2,b3052
3333,UC-2,b3054
3334,UC-2,b3152
3335,UC-2,b3153
3336,UC-2,b3280
3337,UC-2,b3281
3338,UC-2,b3351
3339,UC-2,b3360
3340,UC-2,b3433
3341,UC-2,b3460
3342,UC-2,b3463
3343,UC-2,b3464
3344,UC-2,b3534
3345,UC-2,b3535
3346,UC-2,b3543
3347,UC-2,b3564
3348,UC-2,b3748
3349,UC-2,b3773
3350,UC-2,b3809
3351,UC-2,b3810
3352,UC-2,b4004
3353,UC-2,b4011
3354,UC-2,b4025
3355,UC-2,b4064
3356,UC-2,b4126
3357,UC-2,b4178
3358,UC-2,b4261
3359,UC-2,b4377
3360,UC-2,b4378
3361,UC-2,b4386
3362,UC-2,b4387
3363,UC-2,b4428
3364,UC-2,b4658
3365,UC-2,b4696
3366,UC-2,b4735
3367,ydfB,b1572
3368,NrdR,b2673
3369,NrdR,b2674
3370,NrdR,b2675
3371,NrdR,b2676
3372,Purine,b0522
3373,Purine,b0523
3374,Purine,b1623
3375,Purine,b1660
3376,Purine,b1849
3377,Purine,b2312
3378,Purine,b2313
3379,Purine,b2476
3380,Purine,b2499
3381,Purine,b2500
3382,Purine,b2557
3383,Purine,b3654
3384,Purine,b4005
3385,Purine,b4006
3386,Purine,b4064
3387,cyoB/ndh/nuoB KO-1,b1109
3388,cyoB/ndh/nuoB KO-1,b2287
3389,Fimbriae,b4314
3390,Fimbriae,b4315
3391,Fimbriae,b4316
3392,Fimbriae,b4317
3393,Fimbriae,b4318
3394,Fimbriae,b4319
3395,Fimbriae,b4320
3396,IS Elements-1,b0259
3397,IS Elements-1,b0372
3398,IS Elements-1,b0373
3399,IS Elements-1,b0656
3400,IS Elements-1,b1026
3401,IS Elements-1,b1027
3402,IS Elements-1,b1374
3403,IS Elements-1,b1375
3404,IS Elements-1,b1402
3405,IS Elements-1,b1403
3406,IS Elements-1,b1994
3407,IS Elements-1,b1996
3408,IS Elements-1,b1997
3409,IS Elements-1,b2192
3410,IS Elements-1,b2860
3411,IS Elements-1,b2861
3412,IS Elements-1,b3218
3413,IS Elements-1,b3505
3414,IS Elements-1,b4284
3415,IS Elements-1,b4542
3416,Cra,b2167
3417,Cra,b2168
3418,Cra,b2169
3419,Hot TALE 16,b0160
3420,Hot TALE 16,b1112
3421,Hot TALE 16,b1722
3422,Hot TALE 16,b2352
3423,Hot TALE 16,b2670
3424,Hot TALE 16,b3328
3425,Hot TALE 16,b3454
3426,Hot TALE 16,b3455
3427,Hot TALE 16,b3456
3428,Hot TALE 16,b3494
3429,Hot TALE 16,b3769
3430,Hot TALE 16,b3829
3431,Hot TALE 16,b3939
3432,Hot TALE 16,b3940
3433,Hot TALE 16,b4151
3434,Hot TALE 16,b4152
3435,Hot TALE 16,b4153
3436,Hot TALE 16,b4484
3437,Suf System,b1679
3438,Suf System,b1680
3439,Suf System,b1681
3440,Suf System,b1682
3441,Suf System,b1683
3442,Suf System,b1684
3443,PlaR,b3574
3444,PlaR,b3575
3445,PlaR,b3576
3446,PlaR,b3577
3447,PlaR,b3578
3448,PlaR,b3579
3449,PlaR,b3580
3450,PlaR,b3581
3451,PlaR,b3582
3452,PlaR,b3583
3453,NO Stress,b0872
3454,NO Stress,b0873
3455,NO Stress,b2552
3456,NO Stress,b2732
3457,NO Stress,b4209
3458,Maltose,b4032
3459,Maltose,b4033
3460,Maltose,b4034
3461,Maltose,b4035
3462,Maltose,b4036
3463,Maltose,b4037
3464,Tyr/Trp/Phe,b2600
3465,Tyr/Trp/Phe,b2601
3466,GadX,b0485
3467,GadX,b0486
3468,GadX,b0978
3469,GadX,b0999
3470,GadX,b1000
3471,GadX,b1150
3472,GadX,b1481
3473,GadX,b1492
3474,GadX,b1493
3475,GadX,b1550
3476,GadX,b1565
3477,GadX,b1625
3478,GadX,b1658
3479,GadX,b2217
3480,GadX,b2461
3481,GadX,b3357
3482,GadX,b3491
3483,GadX,b3507
3484,GadX,b3509
3485,GadX,b3510
3486,GadX,b3511
3487,GadX,b3513
3488,GadX,b3514
3489,GadX,b3517
3490,GadX,b4187
3491,GadX,b4209
3492,GadX,b4388
3493,Fatty Acid,b0221
3494,Fatty Acid,b0443
3495,Fatty Acid,b0954
3496,Fatty Acid,b1187
3497,Fatty Acid,b1352
3498,Fatty Acid,b2341
3499,Fatty Acid,b2342
3500,Fatty Acid,b3081
3501,Fatty Acid,b3845
3502,Fatty Acid,b3846
3503,DhaR,b1101
3504,DhaR,b1198
3505,DhaR,b1199
3506,DhaR,b1200
3507,DhaR,b1817
3508,DhaR,b1818
3509,DhaR,b1819
3510,DhaR,b2416
3511,DhaR,b2943
3512,DhaR,b3418
3513,DhaR,b3599
3514,DhaR,b3600
3515,DhaR,b3601
3516,pts KO,b2415
3517,pts KO,b2416
3518,pts KO,b2417
3519,pts KO,b2943
3520,pts KO,b3599
3521,pts KO,b3600
3522,gcvB,b0218
3523,gcvB,b0278
3524,gcvB,b0279
3525,gcvB,b0287
3526,gcvB,b0294
3527,gcvB,b0310
3528,gcvB,b0326
3529,gcvB,b0497
3530,gcvB,b0498
3531,gcvB,b0499
3532,gcvB,b0501
3533,gcvB,b0544
3534,gcvB,b0558
3535,gcvB,b0603
3536,gcvB,b0682
3537,gcvB,b0702
3538,gcvB,b0706
3539,gcvB,b1001
3540,gcvB,b1160
3541,gcvB,b1161
3542,gcvB,b1196
3543,gcvB,b1329
3544,gcvB,b1330
3545,gcvB,b1346
3546,gcvB,b1347
3547,gcvB,b1352
3548,gcvB,b1457
3549,gcvB,b1459
3550,gcvB,b1470
3551,gcvB,b1471
3552,gcvB,b1472
3553,gcvB,b1527
3554,gcvB,b1549
3555,gcvB,b1551
3556,gcvB,b1656
3557,gcvB,b1730
3558,gcvB,b1873
3559,gcvB,b2108
3560,gcvB,b2269
3561,gcvB,b2345
3562,gcvB,b2448
3563,gcvB,b2625
3564,gcvB,b2626
3565,gcvB,b2642
3566,gcvB,b2649
3567,gcvB,b2650
3568,gcvB,b2670
3569,gcvB,b2734
3570,gcvB,b2760
3571,gcvB,b2778
3572,gcvB,b2848
3573,gcvB,b2849
3574,gcvB,b2850
3575,gcvB,b2851
3576,gcvB,b2852
3577,gcvB,b2855
3578,gcvB,b2856
3579,gcvB,b2858
3580,gcvB,b3027
3581,gcvB,b3120
3582,gcvB,b3121
3583,gcvB,b3215
3584,gcvB,b3442
3585,gcvB,b3443
3586,gcvB,b3483
3587,gcvB,b3488
3588,gcvB,b3504
3589,gcvB,b3594
3590,gcvB,b3596
3591,gcvB,b3723
3592,gcvB,b3817
3593,gcvB,b3818
3594,gcvB,b3861
3595,gcvB,b3889
3596,gcvB,b4017
3597,gcvB,b4038
3598,gcvB,b4047
3599,gcvB,b4048
3600,gcvB,b4066
3601,gcvB,b4215
3602,gcvB,b4223
3603,gcvB,b4253
3604,gcvB,b4257
3605,gcvB,b4280
3606,gcvB,b4299
3607,gcvB,b4306
3608,gcvB,b4462
3609,gcvB,b4494
3610,gcvB,b4495
3611,gcvB,b4497
3612,gcvB,b4514
3613,gcvB,b4533
3614,gcvB,b4535
3615,gcvB,b4586
3616,gcvB,b4612
3617,gcvB,b4615
3618,gcvB,b4621
3619,gcvB,b4650
3620,gcvB,b4660
3621,gcvB,b4733
3622,gcvB,b4745
3623,Glutarate,b2659
3624,Glutarate,b2660
3625,Glutarate,b2661
3626,Glutarate,b2662
3627,Glutarate,b2663
3628,Glutarate,b2664
3629,entC/ubiC KO-2,b0593
3630,entC/ubiC KO-2,b1525
3631,entC/ubiC KO-2,b1831
3632,Oxidoreductase,b0013
3633,Oxidoreductase,b0032
3634,Oxidoreductase,b0033
3635,Oxidoreductase,b0108
3636,Oxidoreductase,b0113
3637,Oxidoreductase,b0251
3638,Oxidoreductase,b0545
3639,Oxidoreductase,b0563
3640,Oxidoreductase,b0571
3641,Oxidoreductase,b0591
3642,Oxidoreductase,b0628
3643,Oxidoreductase,b0848
3644,Oxidoreductase,b0895
3645,Oxidoreductase,b0896
3646,Oxidoreductase,b1014
3647,Oxidoreductase,b1155
3648,Oxidoreductase,b1283
3649,Oxidoreductase,b1348
3650,Oxidoreductase,b1379
3651,Oxidoreductase,b1396
3652,Oxidoreductase,b1506
3653,Oxidoreductase,b1587
3654,Oxidoreductase,b1588
3655,Oxidoreductase,b1589
3656,Oxidoreductase,b1590
3657,Oxidoreductase,b1591
3658,Oxidoreductase,b1596
3659,Oxidoreductase,b1669
3660,Oxidoreductase,b1670
3661,Oxidoreductase,b1671
3662,Oxidoreductase,b1672
3663,Oxidoreductase,b1673
3664,Oxidoreductase,b1674
3665,Oxidoreductase,b1757
3666,Oxidoreductase,b2141
3667,Oxidoreductase,b2155
3668,Oxidoreductase,b2157
3669,Oxidoreductase,b2234
3670,Oxidoreductase,b2276
3671,Oxidoreductase,b2457
3672,Oxidoreductase,b2635
3673,Oxidoreductase,b2670
3674,Oxidoreductase,b2838
3675,Oxidoreductase,b2899
3676,Oxidoreductase,b2941
3677,Oxidoreductase,b2957
3678,Oxidoreductase,b3104
3679,Oxidoreductase,b3393
3680,Oxidoreductase,b3408
3681,Oxidoreductase,b3409
3682,Oxidoreductase,b3410
3683,Oxidoreductase,b3518
3684,Oxidoreductase,b3528
3685,Oxidoreductase,b3908
3686,Oxidoreductase,b3909
3687,Oxidoreductase,b4021
3688,Oxidoreductase,b4040
3689,Oxidoreductase,b4139
3690,Oxidoreductase,b4140
3691,Oxidoreductase,b4151
3692,Oxidoreductase,b4152
3693,Oxidoreductase,b4153
3694,Oxidoreductase,b4154
3695,Oxidoreductase,b4312
3696,Oxidoreductase,b4366
3697,Oxidoreductase,b4410
3698,Oxidoreductase,b4522
3699,Oxidoreductase,b4529
3700,Oxidoreductase,b4533
3701,Oxidoreductase,b4582
3702,UC-7,b0124
3703,UC-7,b0250
3704,UC-7,b0283
3705,UC-7,b0284
3706,UC-7,b0285
3707,UC-7,b0286
3708,UC-7,b0330
3709,UC-7,b0379
3710,UC-7,b0435
3711,UC-7,b0581
3712,UC-7,b0607
3713,UC-7,b0622
3714,UC-7,b0643
3715,UC-7,b0707
3716,UC-7,b0804
3717,UC-7,b0805
3718,UC-7,b0806
3719,UC-7,b0808
3720,UC-7,b0836
3721,UC-7,b0839
3722,UC-7,b0854
3723,UC-7,b0865
3724,UC-7,b0871
3725,UC-7,b0897
3726,UC-7,b0898
3727,UC-7,b0999
3728,UC-7,b1000
3729,UC-7,b1003
3730,UC-7,b1004
3731,UC-7,b1020
3732,UC-7,b1045
3733,UC-7,b1161
3734,UC-7,b1259
3735,UC-7,b1283
3736,UC-7,b1333
3737,UC-7,b1376
3738,UC-7,b1422
3739,UC-7,b1428
3740,UC-7,b1454
3741,UC-7,b1478
3742,UC-7,b1480
3743,UC-7,b1558
3744,UC-7,b1566
3745,UC-7,b1596
3746,UC-7,b1732
3747,UC-7,b1747
3748,UC-7,b1748
3749,UC-7,b1836
3750,UC-7,b1847
3751,UC-7,b1877
3752,UC-7,b1891
3753,UC-7,b1892
3754,UC-7,b1896
3755,UC-7,b1897
3756,UC-7,b1906
3757,UC-7,b1931
3758,UC-7,b1953
3759,UC-7,b1955
3760,UC-7,b1967
3761,UC-7,b1971
3762,UC-7,b2080
3763,UC-7,b2097
3764,UC-7,b2127
3765,UC-7,b2135
3766,UC-7,b2198
3767,UC-7,b2302
3768,UC-7,b2377
3769,UC-7,b2449
3770,UC-7,b2581
3771,UC-7,b2659
3772,UC-7,b2665
3773,UC-7,b2666
3774,UC-7,b2671
3775,UC-7,b2672
3776,UC-7,b2716
3777,UC-7,b2732
3778,UC-7,b2774
3779,UC-7,b2843
3780,UC-7,b2863
3781,UC-7,b2971
3782,UC-7,b3083
3783,UC-7,b3128
3784,UC-7,b3161
3785,UC-7,b3263
3786,UC-7,b3491
3787,UC-7,b3496
3788,UC-7,b3522
3789,UC-7,b3523
3790,UC-7,b3524
3791,UC-7,b3548
3792,UC-7,b3588
3793,UC-7,b4026
3794,UC-7,b4030
3795,UC-7,b4045
3796,UC-7,b4107
3797,UC-7,b4126
3798,UC-7,b4127
3799,UC-7,b4128
3800,UC-7,b4187
3801,UC-7,b4188
3802,UC-7,b4189
3803,UC-7,b4269
3804,UC-7,b4326
3805,UC-7,b4336
3806,UC-7,b4337
3807,UC-7,b4411
3808,UC-7,b4463
3809,UC-7,b4493
3810,UC-7,b4496
3811,UC-7,b4518
3812,UC-7,b4520
3813,UC-7,b4544
3814,UC-7,b4554
3815,UC-7,b4559
3816,UC-7,b4568
3817,Efflux Pump,b1599
3818,Efflux Pump,b1600
3819,Tryptophanase,b3708
3820,crp KO-2,b1415
3821,crp KO-2,b2241
3822,crp KO-2,b2242
3823,crp KO-2,b2243
3824,crp KO-2,b3357
3825,crp KO-2,b3926
3826,crp KO-2,b3927
3827,cyoB/ndh/nuoB KO-2,b0431
3828,cyoB/ndh/nuoB KO-2,b1109
3829,cyoB/ndh/nuoB KO-2,b4039
3830,tpiA KO,b0241
3831,tpiA KO,b0382
3832,tpiA KO,b0383
3833,tpiA KO,b0682
3834,tpiA KO,b0934
3835,tpiA KO,b1101
3836,tpiA KO,b1649
3837,tpiA KO,b1650
3838,tpiA KO,b1651
3839,tpiA KO,b3010
3840,tpiA KO,b3011
3841,tpiA KO,b3012
3842,tpiA KO,b3917
3843,tpiA KO,b3919
3844,tpiA KO,b4519
3845,Phage Shock,b0750
3846,Phage Shock,b1304
3847,Phage Shock,b1305
3848,Phage Shock,b1306
3849,Phage Shock,b1307
3850,Phage Shock,b1743
3851,Phage Shock,b2574
3852,Phage Shock,b4050
3853,Glyoxylate,b4014
3854,Glyoxylate,b4015
3855,Glyoxylate,b4016
3856,CCK-PGI Del,b0013
3857,CCK-PGI Del,b0187
3858,CCK-PGI Del,b0315
3859,CCK-PGI Del,b0403
3860,CCK-PGI Del,b0439
3861,CCK-PGI Del,b0527
3862,CCK-PGI Del,b0554
3863,CCK-PGI Del,b0581
3864,CCK-PGI Del,b0677
3865,CCK-PGI Del,b0678
3866,CCK-PGI Del,b0762
3867,CCK-PGI Del,b1109
3868,CCK-PGI Del,b1345
3869,CCK-PGI Del,b1346
3870,CCK-PGI Del,b1347
3871,CCK-PGI Del,b1348
3872,CCK-PGI Del,b1349
3873,CCK-PGI Del,b1350
3874,CCK-PGI Del,b1356
3875,CCK-PGI Del,b1357
3876,CCK-PGI Del,b1358
3877,CCK-PGI Del,b1359
3878,CCK-PGI Del,b1360
3879,CCK-PGI Del,b1361
3880,CCK-PGI Del,b1363
3881,CCK-PGI Del,b1365
3882,CCK-PGI Del,b1366
3883,CCK-PGI Del,b1368
3884,CCK-PGI Del,b1649
3885,CCK-PGI Del,b1970
3886,CCK-PGI Del,b2028
3887,CCK-PGI Del,b2029
3888,CCK-PGI Del,b2073
3889,CCK-PGI Del,b2215
3890,CCK-PGI Del,b2291
3891,CCK-PGI Del,b2796
3892,CCK-PGI Del,b2797
3893,CCK-PGI Del,b2855
3894,CCK-PGI Del,b3003
3895,CCK-PGI Del,b3089
3896,CCK-PGI Del,b3160
3897,CCK-PGI Del,b3330
3898,CCK-PGI Del,b3357
3899,CCK-PGI Del,b3562
3900,CCK-PGI Del,b3563
3901,CCK-PGI Del,b3666
3902,CCK-PGI Del,b3962
3903,CCK-PGI Del,b4029
3904,CCK-PGI Del,b4527
3905,CCK-PGI Del,b4553
3906,CCK-PGI Del,b4570
3907,CCK-PGI Del,b4594
3908,CCK-PGI Del,b4662
3909,CCK-PGI Del,b4744
3910,CCK-PGI Del,b4756
3911,Acetate,b1415
3912,Acetate,b4067
3913,Acetate,b4068
3914,Acetate,b4069
3915,Ile/Val,b3670
3916,Ile/Val,b3671
3917,UC-8,b0006
3918,UC-8,b0011
3919,UC-8,b0019
3920,UC-8,b0024
3921,UC-8,b0046
3922,UC-8,b0048
3923,UC-8,b0059
3924,UC-8,b0064
3925,UC-8,b0076
3926,UC-8,b0119
3927,UC-8,b0124
3928,UC-8,b0144
3929,UC-8,b0145
3930,UC-8,b0146
3931,UC-8,b0155
3932,UC-8,b0186
3933,UC-8,b0187
3934,UC-8,b0191
3935,UC-8,b0273
3936,UC-8,b0295
3937,UC-8,b0296
3938,UC-8,b0318
3939,UC-8,b0325
3940,UC-8,b0336
3941,UC-8,b0389
3942,UC-8,b0390
3943,UC-8,b0416
3944,UC-8,b0435
3945,UC-8,b0451
3946,UC-8,b0598
3947,UC-8,b0674
3948,UC-8,b0750
