,iModulon,Gene
1899,FDH-O,b1930
1900,FDH-O,b3892
1901,FDH-O,b3893
1902,FDH-O,b3894
1903,GlcNAc,b0677
1904,GlcNAc,b0678
1905,GlcNAc,b0679
1906,GlcNAc,b0681
1907,GlcNAc,b1497
1908,GlcNAc,b1498
1909,YgbI,b1800
1910,YgbI,b2736
1911,YgbI,b2737
1912,YgbI,b2738
1913,YgbI,b2739
1914,YgbI,b2740
1915,Lysine/T2SS,b0031
1916,Lysine/T2SS,b0164
1917,Lysine/T2SS,b0166
1918,Lysine/T2SS,b0459
1919,Lysine/T2SS,b0460
1920,Lysine/T2SS,b0461
1921,Lysine/T2SS,b0720
1922,Lysine/T2SS,b0750
1923,Lysine/T2SS,b1566
1924,Lysine/T2SS,b1761
1925,Lysine/T2SS,b1800
1926,Lysine/T2SS,b1916
1927,Lysine/T2SS,b2156
1928,Lysine/T2SS,b2574
1929,Lysine/T2SS,b2838
1930,Lysine/T2SS,b3043
1931,Lysine/T2SS,b3324
1932,Lysine/T2SS,b3325
1933,Lysine/T2SS,b3326
1934,Lysine/T2SS,b3327
1935,Lysine/T2SS,b3328
1936,Lysine/T2SS,b3427
1937,Lysine/T2SS,b3428
1938,Lysine/T2SS,b3429
1939,Lysine/T2SS,b3430
1940,Lysine/T2SS,b3431
1941,Lysine/T2SS,b3432
1942,Lysine/T2SS,b3433
1943,Lysine/T2SS,b3744
1944,Lysine/T2SS,b4023
1945,Lysine/T2SS,b4024
1946,Lysine/T2SS,b4756
1947,Fnr-3,b0836
1948,Fnr-3,b0904
1949,Fnr-3,b1256
1950,Fnr-3,b1541
1951,Fnr-3,b1593
1952,Fnr-3,b1750
1953,Fnr-3,b2111
1954,Fnr-3,b2579
1955,Fnr-3,b3158
1956,Fnr-3,b3365
1957,Fnr-3,b3476
1958,Fnr-3,b4533
1959,Fnr-3,b4589
1960,ythA,b4655
1961,entC/ubiC KO-1,b0593
1962,entC/ubiC KO-1,b2265
1963,yoaI,b1788
1964,Gluconate,b1851
1965,Gluconate,b3415
1966,Gluconate,b3437
1967,Gluconate,b4265
1968,Gluconate,b4266
1969,Gluconate,b4267
1970,Gluconate,b4268
1971,Gluconate,b4476
1972,UC-9,b0683
1973,UC-9,b1580
1974,UC-9,b1581
1975,UC-9,b2172
1976,UC-9,b3091
1977,UC-9,b3092
1978,UC-9,b3686
1979,UC-9,b3905
1980,UC-9,b4034
1981,UC-9,b4322
1982,Copper,b0572
1983,Copper,b0573
1984,Copper,b0574
1985,Copper,b0575
1986,Thr/Ser-2,b0061
1987,Thr/Ser-2,b0307
1988,Thr/Ser-2,b0308
1989,Thr/Ser-2,b0431
1990,Thr/Ser-2,b0694
1991,Thr/Ser-2,b0773
1992,Thr/Ser-2,b0803
1993,Thr/Ser-2,b0929
1994,Thr/Ser-2,b1044
1995,Thr/Ser-2,b1101
1996,Thr/Ser-2,b1124
1997,Thr/Ser-2,b1161
1998,Thr/Ser-2,b1198
1999,Thr/Ser-2,b1199
2000,Thr/Ser-2,b1352
2001,Thr/Ser-2,b1406
2002,Thr/Ser-2,b1421
2003,Thr/Ser-2,b1423
2004,Thr/Ser-2,b1450
2005,Thr/Ser-2,b1589
2006,Thr/Ser-2,b1611
2007,Thr/Ser-2,b1621
2008,Thr/Ser-2,b1690
2009,Thr/Ser-2,b1725
2010,Thr/Ser-2,b1728
2011,Thr/Ser-2,b1745
2012,Thr/Ser-2,b1746
2013,Thr/Ser-2,b1867
2014,Thr/Ser-2,b2142
2015,Thr/Ser-2,b2143
2016,Thr/Ser-2,b2172
2017,Thr/Ser-2,b2220
2018,Thr/Ser-2,b2239
2019,Thr/Ser-2,b2240
2020,Thr/Ser-2,b2241
2021,Thr/Ser-2,b2243
2022,Thr/Ser-2,b2306
2023,Thr/Ser-2,b2365
2024,Thr/Ser-2,b2366
2025,Thr/Ser-2,b2387
2026,Thr/Ser-2,b2765
2027,Thr/Ser-2,b2838
2028,Thr/Ser-2,b2844
2029,Thr/Ser-2,b2875
2030,Thr/Ser-2,b2876
2031,Thr/Ser-2,b2941
2032,Thr/Ser-2,b2956
2033,Thr/Ser-2,b2964
2034,Thr/Ser-2,b3024
2035,Thr/Ser-2,b3049
2036,Thr/Ser-2,b3088
2037,Thr/Ser-2,b3089
2038,Thr/Ser-2,b3114
2039,Thr/Ser-2,b3115
2040,Thr/Ser-2,b3116
2041,Thr/Ser-2,b3117
2042,Thr/Ser-2,b3118
2043,Thr/Ser-2,b3139
2044,Thr/Ser-2,b3383
2045,Thr/Ser-2,b3496
2046,Thr/Ser-2,b3599
2047,Thr/Ser-2,b3666
2048,Thr/Ser-2,b3744
2049,Thr/Ser-2,b3748
2050,Thr/Ser-2,b4087
2051,Thr/Ser-2,b4128
2052,Thr/Ser-2,b4131
2053,Thr/Ser-2,b4132
2054,Thr/Ser-2,b4157
2055,Thr/Ser-2,b4202
2056,Thr/Ser-2,b4211
2057,Thr/Ser-2,b4227
2058,Thr/Ser-2,b4242
2059,Thr/Ser-2,b4281
2060,Thr/Ser-2,b4313
2061,Thr/Ser-2,b4321
2062,Thr/Ser-2,b4352
2063,Thr/Ser-2,b4366
2064,Thr/Ser-2,b4379
2065,Thr/Ser-2,b4381
2066,Thr/Ser-2,b4382
2067,Thr/Ser-2,b4514
2068,Thr/Ser-2,b4518
2069,Thr/Ser-2,b4553
2070,Thr/Ser-2,b4586
2071,Thr/Ser-2,b4745
2072,Membrane,b0479
2073,Membrane,b0563
2074,Membrane,b0834
2075,Membrane,b0987
2076,Membrane,b1025
2077,Membrane,b1494
2078,Membrane,b1495
2079,Membrane,b1496
2080,Membrane,b1675
2081,Membrane,b1761
2082,Membrane,b1828
2083,Membrane,b1902
2084,Membrane,b1959
2085,Membrane,b2012
2086,Membrane,b2013
2087,Membrane,b2250
2088,Membrane,b2369
2089,Membrane,b2370
2090,Membrane,b2681
2091,Membrane,b2683
2092,Membrane,b2684
2093,Membrane,b2969
2094,Membrane,b2970
2095,Membrane,b2971
2096,Membrane,b2972
2097,Membrane,b3050
2098,Membrane,b3151
2099,Membrane,b4148
2100,Membrane,b4326
2101,Membrane,b4331
2102,Membrane,b4466
2103,Membrane,b4491
2104,Membrane,b4721
2105,Thiamine-1,b3990
2106,Thiamine-1,b3991
2107,Thiamine-1,b3992
2108,Thiamine-1,b3993
2109,Thiamine-1,b3994
2110,Thiamine-1,b4407
2111,Cold Shock,b0989
2112,Cold Shock,b0990
2113,Cold Shock,b1375
2114,Cold Shock,b1551
2115,Cold Shock,b1552
2116,Cold Shock,b1557
2117,Cold Shock,b1558
2118,Cold Shock,b2378
2119,Cold Shock,b3556
2120,Cold Shock,b4723
2121,Cold Shock,b4724
2122,Cold Shock,b4744
2123,Cold Shock,b4748
2124,FliA,b1194
2125,FliA,b1881
2126,FliA,b1882
2127,FliA,b1883
2128,FliA,b1884
2129,FliA,b1885
2130,FliA,b1886
2131,FliA,b1887
2132,FliA,b1888
2133,FliA,b1889
2134,FliA,b1890
2135,FliA,b1923
2136,FliA,b3525
2137,FliA,b4355
2138,Pyruvate-1,b4354
2139,ldrD,b4453
2140,efeU Activation,b0594
2141,efeU Activation,b0595
2142,efeU Activation,b0596
2143,efeU Activation,b0597
2144,efeU Activation,b1018
2145,efeU Activation,b1019
2146,efeU Activation,b1020
2147,efeU Activation,b4490
2148,rcsB KO,b0485
2149,rcsB KO,b0486
2150,rcsB KO,b1172
2151,rcsB KO,b2217
2152,rcsB KO,b3506
2153,rcsB KO,b3507
2154,rcsB KO,b3512
2155,rcsB KO,b3513
2156,rcsB KO,b3515
2157,malE OE,b4034
2158,Crp-2,b2091
2159,Crp-2,b2092
2160,Crp-2,b2093
2161,Crp-2,b2094
2162,Crp-2,b2095
2163,Crp-2,b2096
2164,Cysteine-1,b1729
2165,Cysteine-1,b2012
2166,Cysteine-1,b2013
2167,Cysteine-1,b2422
2168,Cysteine-1,b2423
2169,Cysteine-1,b2424
2170,Cysteine-1,b2425
2171,Cysteine-1,b2750
2172,Cysteine-1,b2751
2173,Cysteine-1,b2752
2174,Cysteine-1,b2762
2175,Cysteine-1,b2763
2176,Cysteine-1,b2764
2177,Pyruvate-2,b3547
2178,Phosphate-2,b0241
2179,Phosphate-2,b0383
2180,Phosphate-2,b0384
2181,Phosphate-2,b0400
2182,Phosphate-2,b3452
2183,Phosphate-2,b3615
2184,Phosphate-2,b3919
2185,Phosphate-2,b4095
2186,Phosphate-2,b4096
2187,Phosphate-2,b4097
2188,Phosphate-2,b4098
2189,Phosphate-2,b4099
2190,Phosphate-2,b4100
2191,Phosphate-2,b4101
2192,Phosphate-2,b4102
2193,Phosphate-2,b4105
2194,Phosphate-2,b4106
2195,Phosphate-2,b4583
2196,Leucine,b0071
2197,Leucine,b0072
2198,Leucine,b0073
2199,Leucine,b0074
2200,Capsule,b2047
2201,Capsule,b2048
2202,Capsule,b2049
2203,Capsule,b2050
2204,Capsule,b2051
2205,Capsule,b2052
2206,Capsule,b2053
2207,Capsule,b2054
2208,Capsule,b2055
2209,Capsule,b2056
2210,Capsule,b2057
2211,Capsule,b2058
2212,Capsule,b2059
2213,Capsule,b2060
2214,Capsule,b2061
2215,Capsule,b2062
2216,Capsule,b4026
2217,Capsule,b4027
2218,ytiC,b4720
2219,ROS TALE Del-2,b1241
2220,ROS TALE Del-2,b1242
2221,ROS TALE Del-2,b1243
2222,ROS TALE Del-2,b1244
2223,ROS TALE Del-2,b1245
2224,ROS TALE Del-2,b1246
2225,ROS TALE Del-2,b1247
2226,UC-5,b0009
2227,UC-5,b0120
2228,UC-5,b0263
2229,UC-5,b0392
2230,UC-5,b0545
2231,UC-5,b0564
2232,UC-5,b0779
2233,UC-5,b0815
2234,UC-5,b0821
2235,UC-5,b0834
2236,UC-5,b0985
2237,UC-5,b0986
2238,UC-5,b0987
2239,UC-5,b1095
2240,UC-5,b1100
2241,UC-5,b1138
2242,UC-5,b1139
2243,UC-5,b1159
2244,UC-5,b1195
2245,UC-5,b1211
2246,UC-5,b1212
2247,UC-5,b1213
2248,UC-5,b1285
2249,UC-5,b1289
2250,UC-5,b1330
2251,UC-5,b1351
2252,UC-5,b1379
2253,UC-5,b1389
2254,UC-5,b1426
2255,UC-5,b1457
2256,UC-5,b1478
2257,UC-5,b1550
2258,UC-5,b1596
2259,UC-5,b1722
2260,UC-5,b1860
2261,UC-5,b1861
2262,UC-5,b1904
2263,UC-5,b1973
2264,UC-5,b2003
2265,UC-5,b2123
2266,UC-5,b2136
2267,UC-5,b2145
2268,UC-5,b2322
2269,UC-5,b2413
2270,UC-5,b2629
2271,UC-5,b2642
2272,UC-5,b2670
2273,UC-5,b2679
2274,UC-5,b2713
2275,UC-5,b2715
2276,UC-5,b2716
2277,UC-5,b2868
2278,UC-5,b2876
2279,UC-5,b2938
2280,UC-5,b2939
2281,UC-5,b2940
2282,UC-5,b2957
2283,UC-5,b3011
2284,UC-5,b3012
2285,UC-5,b3036
2286,UC-5,b3101
2287,UC-5,b3129
2288,UC-5,b3162
2289,UC-5,b3188
2290,UC-5,b3216
2291,UC-5,b3238
2292,UC-5,b3281
2293,UC-5,b3328
2294,UC-5,b3362
2295,UC-5,b3437
2296,UC-5,b3450
2297,UC-5,b3451
2298,UC-5,b3452
2299,UC-5,b3453
2300,UC-5,b3509
2301,UC-5,b3539
2302,UC-5,b3556
2303,UC-5,b3615
2304,UC-5,b3667
2305,UC-5,b3668
2306,UC-5,b3686
2307,UC-5,b3782
2308,UC-5,b3783
2309,UC-5,b3786
2310,UC-5,b3787
2311,UC-5,b3788
2312,UC-5,b3789
2313,UC-5,b3790
2314,UC-5,b3791
2315,UC-5,b3792
2316,UC-5,b3793
2317,UC-5,b3808
2318,UC-5,b3827
2319,UC-5,b3931
2320,UC-5,b4040
2321,UC-5,b4060
2322,UC-5,b4110
2323,UC-5,b4128
2324,UC-5,b4178
2325,UC-5,b4218
2326,UC-5,b4253
2327,UC-5,b4279
2328,UC-5,b4280
2329,UC-5,b4306
2330,UC-5,b4345
2331,UC-5,b4346
2332,UC-5,b4481
2333,UC-5,b4495
2334,UC-5,b4514
2335,UC-5,b4516
2336,UC-5,b4519
2337,UC-5,b4565
2338,FlhDC-1,b1043
2339,FlhDC-1,b1044
2340,FlhDC-1,b1073
2341,FlhDC-1,b1074
2342,FlhDC-1,b1075
2343,FlhDC-1,b1076
2344,FlhDC-1,b1081
2345,FlhDC-1,b1083
2346,FlhDC-1,b1878
2347,FlhDC-1,b1879
2348,FlhDC-1,b1880
2349,FlhDC-1,b1886
2350,FlhDC-1,b1904
2351,FlhDC-1,b1922
2352,FlhDC-1,b1924
2353,FlhDC-1,b1925
2354,FlhDC-1,b1926
2355,FlhDC-1,b1937
2356,FlhDC-1,b1946
2357,FlhDC-1,b1947
2358,FlhDC-1,b1948
2359,FlhDC-1,b1949
2360,FlhDC-1,b1950
2361,FlhDC-1,b1951
2362,FlhDC-1,b4495
2363,Putrescine,b1296
2364,Putrescine,b1297
2365,Putrescine,b1298
2366,Putrescine,b1299
2367,Putrescine,b1300
2368,Putrescine,b1301
2369,Putrescine,b1302
2370,Putrescine,b4742
2371,ppGpp,b0023
2372,ppGpp,b0024
2373,ppGpp,b0048
2374,ppGpp,b0115
2375,ppGpp,b0120
2376,ppGpp,b0121
2377,ppGpp,b0142
2378,ppGpp,b0143
2379,ppGpp,b0189
2380,ppGpp,b0211
2381,ppGpp,b0217
2382,ppGpp,b0238
2383,ppGpp,b0405
2384,ppGpp,b0406
2385,ppGpp,b0417
2386,ppGpp,b0423
2387,ppGpp,b0433
2388,ppGpp,b0469
2389,ppGpp,b0474
2390,ppGpp,b0477
2391,ppGpp,b0523
2392,ppGpp,b0610
2393,ppGpp,b0635
2394,ppGpp,b0636
2395,ppGpp,b0637
2396,ppGpp,b0661
2397,ppGpp,b0682
2398,ppGpp,b0685
2399,ppGpp,b0736
2400,ppGpp,b0737
2401,ppGpp,b0738
2402,ppGpp,b0797
2403,ppGpp,b0807
2404,ppGpp,b0815
2405,ppGpp,b0820
2406,ppGpp,b0835
2407,ppGpp,b0859
2408,ppGpp,b0874
2409,ppGpp,b0884
2410,ppGpp,b0905
2411,ppGpp,b0910
2412,ppGpp,b0914
2413,ppGpp,b0945
2414,ppGpp,b0954
2415,ppGpp,b0960
2416,ppGpp,b0961
2417,ppGpp,b0967
2418,ppGpp,b1047
2419,ppGpp,b1055
2420,ppGpp,b1069
2421,ppGpp,b1086
2422,ppGpp,b1090
2423,ppGpp,b1124
2424,ppGpp,b1125
2425,ppGpp,b1126
2426,ppGpp,b1132
2427,ppGpp,b1133
2428,ppGpp,b1203
2429,ppGpp,b1204
2430,ppGpp,b1269
2431,ppGpp,b1281
2432,ppGpp,b1282
2433,ppGpp,b1343
2434,ppGpp,b1435
2435,ppGpp,b1549
2436,ppGpp,b1558
2437,ppGpp,b1605
2438,ppGpp,b1626
2439,ppGpp,b1627
2440,ppGpp,b1628
2441,ppGpp,b1658
2442,ppGpp,b1660
2443,ppGpp,b1686
2444,ppGpp,b1722
2445,ppGpp,b1750
2446,ppGpp,b1782
2447,ppGpp,b1786
2448,ppGpp,b1807
2449,ppGpp,b1812
2450,ppGpp,b1821
2451,ppGpp,b1835
2452,ppGpp,b1876
2453,ppGpp,b1907
2454,ppGpp,b2012
2455,ppGpp,b2014
2456,ppGpp,b2029
2457,ppGpp,b2069
2458,ppGpp,b2081
2459,ppGpp,b2140
2460,ppGpp,b2156
2461,ppGpp,b2171
2462,ppGpp,b2174
2463,ppGpp,b2175
2464,ppGpp,b2185
2465,ppGpp,b2210
2466,ppGpp,b2211
2467,ppGpp,b2322
2468,ppGpp,b2344
2469,ppGpp,b2497
2470,ppGpp,b2498
2471,ppGpp,b2509
2472,ppGpp,b2517
2473,ppGpp,b2518
2474,ppGpp,b2533
2475,ppGpp,b2534
2476,ppGpp,b2562
2477,ppGpp,b2566
2478,ppGpp,b2567
2479,ppGpp,b2575
2480,ppGpp,b2576
2481,ppGpp,b2765
2482,ppGpp,b2944
2483,ppGpp,b3064
2484,ppGpp,b3065
2485,ppGpp,b3066
2486,ppGpp,b3084
2487,ppGpp,b3151
2488,ppGpp,b3170
2489,ppGpp,b3175
2490,ppGpp,b3184
2491,ppGpp,b3185
2492,ppGpp,b3186
2493,ppGpp,b3257
2494,ppGpp,b3260
2495,ppGpp,b3261
2496,ppGpp,b3360
2497,ppGpp,b3364
2498,ppGpp,b3396
2499,ppGpp,b3470
2500,ppGpp,b3471
2501,ppGpp,b3492
2502,ppGpp,b3606
2503,ppGpp,b3633
2504,ppGpp,b3636
2505,ppGpp,b3637
2506,ppGpp,b3642
2507,ppGpp,b3643
2508,ppGpp,b3703
2509,ppGpp,b3704
2510,ppGpp,b3705
2511,ppGpp,b3712
2512,ppGpp,b3713
2513,ppGpp,b3739
2514,ppGpp,b3741
2515,ppGpp,b3742
2516,ppGpp,b3778
2517,ppGpp,b3822
2518,ppGpp,b3862
2519,ppGpp,b3870
2520,ppGpp,b3942
2521,ppGpp,b3965
2522,ppGpp,b4005
2523,ppGpp,b4090
2524,ppGpp,b4132
2525,ppGpp,b4155
2526,ppGpp,b4372
2527,ppGpp,b4373
2528,ppGpp,b4374
2529,ppGpp,b4375
2530,ppGpp,b4410
2531,ppGpp,b4469
2532,ppGpp,b4502
2533,ppGpp,b4557
2534,Glycolate,b2975
2535,Glycolate,b2976
2536,Glycolate,b2977
2537,Glycolate,b2979
2538,Glycolate,b4467
2539,Glycolate,b4468
2540,PAL 26 Del,b1822
2541,PAL 26 Del,b1823
2542,PAL 26 Del,b1824
2543,PAL 26 Del,b1825
2544,PAL 26 Del,b1826
2545,PAL 26 Del,b1827
2546,PAL 26 Del,b1829
2547,PAL 26 Del,b1830
2548,PAL 26 Del,b1831
2549,PAL 26 Del,b1832
2550,PAL 26 Del,b1833
2551,PAL 26 Del,b1834
2552,PAL 26 Del,b1835
2553,PAL 26 Del,b1836
2554,PAL 26 Del,b1837
2555,PAL 26 Del,b1839
2556,PAL 26 Del,b1840
2557,PAL 26 Del,b1841
2558,PAL 26 Del,b1842
2559,PAL 26 Del,b1843
2560,PAL 26 Del,b1844
2561,PAL 26 Del,b1845
2562,PAL 26 Del,b1846
2563,PAL 26 Del,b1847
2564,PAL 26 Del,b1848
2565,PAL 26 Del,b1849
2566,PAL 26 Del,b1850
2567,PAL 26 Del,b1851
2568,PAL 26 Del,b1852
2569,PAL 26 Del,b1853
2570,PAL 26 Del,b1854
2571,PAL 26 Del,b1855
2572,PAL 26 Del,b1856
2573,PAL 26 Del,b2842
2574,PAL 26 Del,b2843
2575,PAL 26 Del,b3526
2576,PAL 26 Del,b3909
2577,PAL 26 Del,b4536
2578,LPS,b0564
2579,LPS,b1457
2580,LPS,b1549
2581,LPS,b1550
2582,LPS,b1557
2583,LPS,b2032
2584,LPS,b2033
2585,LPS,b2034
2586,LPS,b2035
2587,LPS,b2036
2588,LPS,b2037
2589,LPS,b2038
2590,LPS,b2352
2591,LPS,b2642
2592,LPS,b3512
2593,LPS,b3622
2594,LPS,b3623
2595,LPS,b3624
2596,LPS,b3625
2597,LPS,b3626
2598,LPS,b3627
2599,LPS,b3628
2600,LPS,b3629
2601,LPS,b4571
2602,LPS,b4671
2603,LPS,b4721
2604,LPS,b4735
2605,LPS,b4744
2606,LPS,b4748
2607,Arginine,b0273
2608,Arginine,b0860
2609,Arginine,b2818
2610,Arginine,b3172
2611,Arginine,b3359
2612,Arginine,b3958
2613,Arginine,b3959
2614,Arginine,b3960
2615,Arginine,b4254
2616,Nickel/Cobalt,b2105
2617,Nickel/Cobalt,b2106
2618,IS5,b0030
2619,IS5,b0065
2620,IS5,b0108
2621,IS5,b0259
2622,IS5,b0268
2623,IS5,b0269
2624,IS5,b0273
2625,IS5,b0285
2626,IS5,b0286
2627,IS5,b0288
2628,IS5,b0303
2629,IS5,b0364
2630,IS5,b0411
2631,IS5,b0459
2632,IS5,b0552
2633,IS5,b0610
2634,IS5,b0651
2635,IS5,b0656
2636,IS5,b0699
2637,IS5,b0795
2638,IS5,b0836
2639,IS5,b0837
2640,IS5,b0929
2641,IS5,b0953
2642,IS5,b0978
2643,IS5,b1074
2644,IS5,b1137
2645,IS5,b1370
2646,IS5,b1384
2647,IS5,b1403
2648,IS5,b1420
2649,IS5,b1421
2650,IS5,b1481
2651,IS5,b1615
2652,IS5,b1623
2653,IS5,b1675
2654,IS5,b1826
2655,IS5,b1843
2656,IS5,b1853
2657,IS5,b1907
2658,IS5,b1929
2659,IS5,b1930
2660,IS5,b1994
2661,IS5,b1997
2662,IS5,b2030
2663,IS5,b2110
2664,IS5,b2111
2665,IS5,b2125
2666,IS5,b2126
2667,IS5,b2146
2668,IS5,b2181
2669,IS5,b2192
2670,IS5,b2210
2671,IS5,b2215
2672,IS5,b2388
2673,IS5,b2429
2674,IS5,b2535
2675,IS5,b2579
2676,IS5,b2796
2677,IS5,b2797
2678,IS5,b2861
2679,IS5,b2934
2680,IS5,b2939
2681,IS5,b2941
2682,IS5,b2957
2683,IS5,b3138
2684,IS5,b3218
2685,IS5,b3346
2686,IS5,b3357
2687,IS5,b3366
2688,IS5,b3367
2689,IS5,b3393
2690,IS5,b3505
2691,IS5,b3575
2692,IS5,b3873
2693,IS5,b3874
2694,IS5,b3892
2695,IS5,b3893
2696,IS5,b3934
2697,IS5,b4039
2698,IS5,b4111
2699,IS5,b4139
2700,IS5,b4193
2701,IS5,b4194
2702,IS5,b4209
2703,IS5,b4239
2704,IS5,b4240
2705,IS5,b4281
2706,IS5,b4306
2707,IS5,b4307
2708,IS5,b4321
2709,IS5,b4334
2710,IS5,b4335
2711,IS5,b4342
2712,IS5,b4352
2713,IS5,b4353
2714,IS5,b4502
2715,IS5,b4516
2716,IS5,b4517
2717,IS5,b4566
2718,IS5,b4711
2719,IS5,b4715
2720,NtrC-3,b1006
2721,NtrC-3,b1007
2722,NtrC-3,b1008
2723,NtrC-3,b1009
2724,NtrC-3,b1010
2725,NtrC-3,b1011
2726,NtrC-3,b1012
2727,arcA/luxS KO,b2687
2728,arcA/luxS KO,b4401
2729,sdh KO,b0721
2730,sdh KO,b0722
2731,sdh KO,b0723
2732,sdh KO,b0724
2733,YmfT,b0683
2734,YmfT,b1140
2735,YmfT,b1141
2736,YmfT,b1142
2737,YmfT,b1144
2738,YmfT,b1146
2739,YmfT,b1147
2740,YmfT,b1148
2741,YmfT,b1150
2742,YmfT,b1151
2743,YmfT,b4519
2744,Fnr-2,b0007
2745,Fnr-2,b0322
2746,Fnr-2,b0375
2747,Fnr-2,b0621
2748,Fnr-2,b0715
2749,Fnr-2,b0824
2750,Fnr-2,b0825
2751,Fnr-2,b0837
2752,Fnr-2,b0872
2753,Fnr-2,b0873
2754,Fnr-2,b0894
2755,Fnr-2,b0919
2756,Fnr-2,b1004
2757,Fnr-2,b1108
2758,Fnr-2,b1109
2759,Fnr-2,b1256
2760,Fnr-2,b1334
2761,Fnr-2,b1376
2762,Fnr-2,b1541
2763,Fnr-2,b1587
2764,Fnr-2,b1593
2765,Fnr-2,b1601
2766,Fnr-2,b1625
2767,Fnr-2,b1673
2768,Fnr-2,b1674
2769,Fnr-2,b1750
2770,Fnr-2,b1906
2771,Fnr-2,b2110
2772,Fnr-2,b2241
2773,Fnr-2,b2292
2774,Fnr-2,b2296
2775,Fnr-2,b2298
2776,Fnr-2,b2468
2777,Fnr-2,b2579
2778,Fnr-2,b2707
2779,Fnr-2,b2726
2780,Fnr-2,b2727
2781,Fnr-2,b2728
2782,Fnr-2,b2766
2783,Fnr-2,b2877
2784,Fnr-2,b2957
2785,Fnr-2,b2966
2786,Fnr-2,b2997
2787,Fnr-2,b3060
2788,Fnr-2,b3157
2789,Fnr-2,b3158
2790,Fnr-2,b3211
2791,Fnr-2,b3408
2792,Fnr-2,b3409
2793,Fnr-2,b3573
2794,Fnr-2,b3674
2795,Fnr-2,b3746
2796,Fnr-2,b3945
2797,Fnr-2,b4070
2798,Fnr-2,b4123
2799,Fnr-2,b4128
2800,Fnr-2,b4139
2801,Fnr-2,b4154
2802,Fnr-2,b4337
2803,Fnr-2,b4364
2804,Fnr-2,b4380
2805,Fnr-2,b4409
2806,Fnr-2,b4515
2807,Fnr-2,b4559
2808,Fnr-2,b4705
2809,Fnr-2,b4756
2810,Microaerobic,b0972
2811,Microaerobic,b0973
2812,Microaerobic,b0974
2813,Microaerobic,b0975
2814,Microaerobic,b0976
2815,Microaerobic,b0977
2816,Cysteine-2,b0830
2817,Cysteine-2,b0831
2818,Cysteine-2,b0832
2819,Cysteine-2,b0833
2820,Cysteine-2,b1287
2821,Cysteine-2,b1729
2822,Cysteine-2,b1904
2823,Cysteine-2,b2012
2824,Cysteine-2,b2421
2825,Cysteine-2,b2422
2826,Cysteine-2,b2424
2827,Cysteine-2,b2425
2828,Cysteine-2,b2750
2829,Cysteine-2,b2751
2830,Cysteine-2,b2762
2831,Cysteine-2,b2763
2832,ydfW,b1567
2833,YcjW,b0197
2834,YcjW,b1309
2835,YcjW,b1310
2836,YcjW,b1311
2837,YcjW,b1312
2838,YcjW,b1313
2839,YcjW,b1314
2840,YcjW,b1315
2841,YcjW,b1316
2842,YcjW,b1317
2843,YcjW,b1318
2844,YcjW,b1319
2845,YcjW,b1320
2846,YcjW,b1596
2847,YcjW,b1686
2848,YcjW,b1687
2849,YcjW,b4524
2850,PAL Amp,b0268
2851,PAL Amp,b0270
2852,PAL Amp,b0271
2853,PAL Amp,b0756
2854,PAL Amp,b0757
2855,PAL Amp,b0758
2856,PAL Amp,b0759
2857,PAL Amp,b1389
2858,PAL Amp,b2198
2859,PAL Amp,b2258
2860,PAL Amp,b2462
2861,PAL Amp,b2626
2862,PAL Amp,b2837
2863,PAL Amp,b2943
2864,PAL Amp,b3548
2865,PAL Amp,b3549
2866,PAL Amp,b3550
2867,PAL Amp,b3551
2868,PAL Amp,b3552
2869,PAL Amp,b3553
2870,PAL Amp,b3554
2871,PAL Amp,b3555
2872,PAL Amp,b3556
2873,PAL Amp,b3557
2874,PAL Amp,b3558
2875,PAL Amp,b3559
2876,PAL Amp,b3560
2877,PAL Amp,b3561
2878,PAL Amp,b3570
2879,PAL Amp,b3571
2880,PAL Amp,b3572
2881,PAL Amp,b3573
2882,PAL Amp,b3574
2883,PAL Amp,b3576
2884,PAL Amp,b3580
2885,PAL Amp,b3583
2886,PAL Amp,b3584
2887,PAL Amp,b3585
2888,PAL Amp,b3586
2889,PAL Amp,b3587
2890,PAL Amp,b3588
2891,PAL Amp,b3590
2892,PAL Amp,b3591
2893,PAL Amp,b3592
2894,PAL Amp,b3594
2895,PAL Amp,b3595
2896,PAL Amp,b3596
2897,PAL Amp,b3597
2898,PAL Amp,b3598
2899,PAL Amp,b3602
2900,PAL Amp,b3606
2901,PAL Amp,b3607
2902,PAL Amp,b3608
2903,PAL Amp,b3609
2904,PAL Amp,b3610
2905,PAL Amp,b3611
2906,PAL Amp,b3612
2907,PAL Amp,b3613
2908,PAL Amp,b3614
2909,PAL Amp,b3615
2910,PAL Amp,b3616
2911,PAL Amp,b3617
2912,PAL Amp,b3618
2913,PAL Amp,b3619
2914,PAL Amp,b3620
2915,PAL Amp,b3621
2916,PAL Amp,b3622
2917,PAL Amp,b3623
2918,PAL Amp,b3624
2919,PAL Amp,b3625
2920,PAL Amp,b3626
2921,PAL Amp,b3627
2922,PAL Amp,b3628
2923,PAL Amp,b3629
2924,PAL Amp,b3630
2925,PAL Amp,b3631
2926,PAL Amp,b3632
2927,PAL Amp,b3633
2928,PAL Amp,b3634
2929,PAL Amp,b3635
2930,PAL Amp,b3636
2931,PAL Amp,b3637
2932,PAL Amp,b3638
2933,PAL Amp,b3639
2934,PAL Amp,b3640
2935,PAL Amp,b3641
