Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
SGL_RS01880,0.018530996883659983,0.004177520175340652,0.012565961405823006,0.003273366006274157,-0.007663088773917474,0.02758822741775275,0.017064694056959696,-0.0026251618158907304,-0.0019826415441065877,-0.010582729706183666,-0.0064752636592144905,0.04963965742558854,0.010427683839123831,0.015610354513419251,0.006480227861840452,-0.004419724811329594,-0.013146004195234852,0.0070013789931516945,-0.005551183084235405,-0.01026521406763429
SGL_RS01885,0.01238852676529282,0.0004114731730176661,0.026040414492366,-0.015495901408010269,-0.006385475635935444,0.003450095392085388,-0.013059861191961307,0.0059661306545984874,0.009022285599058696,0.0072898193961017845,-0.013365191452141198,-0.0003543158435696653,0.003384856083910606,-0.00014338587513060573,-0.0069904737255263305,-0.0150759598699355,-0.006483986684538953,-0.007330016303588496,-0.005915484405361945,0.013165699365728287
SGL_RS01890,0.0030887996322523665,0.004016596831510868,-0.005039726512609467,-0.019179210194681526,0.004616702389849226,0.000775487640462298,-0.012831427108371875,0.01580018072481118,0.005153756616126093,0.0064995759934905065,-0.010491815814470545,0.0026760481954635623,0.011296768541163857,0.005684342920654372,-0.009421012691744677,0.008388043195826391,-1.38962006055022e-05,-0.0164520861365054,-0.007258641774251891,-0.028318866209796675
SGL_RS01895,0.001986708953418793,0.014774393010860363,0.021092321847509296,-0.00435920561087551,-0.0035293282080355033,0.01284075849728558,0.006012345858696298,0.005114488705034526,0.01374541026734191,-0.0011206157362714977,-0.014380488701995067,-0.01582060904851654,-0.019664154924339716,-0.0008245161694554901,0.009423672202520607,-0.0060041951056450035,0.012818383941389188,0.01736741442798832,-0.0024624995686077355,0.0072004184400919395
SGL_RS01900,-0.0026619234556825512,-0.0023241551326268193,0.008139559705347627,-0.006030735604800177,-0.007721927815818191,0.004618846262112338,-0.0009975051547625956,-0.0028393793987092552,0.01876951064144521,-0.0021078611405408194,0.010517440903296107,-0.005224079097480093,-0.0030144923124704346,-0.004132309630367094,0.0008992433716108922,-0.008214034836828178,-0.016242452036763208,0.013019779902593199,0.00026269348658412167,-0.013296711802267968
SGL_RS01905,-0.009246650398644793,-0.004614196001112141,0.016468559101291823,-0.010911323585696355,-0.01675025947826777,0.001055695917258866,0.0007711862781782719,-0.002810832776233824,0.02528614695460534,0.0004345422717044687,0.010162121388192193,-0.002956071550613543,-0.0099948229503285,-0.008849925762019381,0.007441529652599274,0.010431021169877586,-0.012720650847345376,0.006979535579532062,0.008928133279028042,-0.02420425058458976
SGL_RS01910,0.007569534573333053,0.02529420489825992,-0.001971469434774999,-0.0028156292355713585,-0.0007450125035643755,0.013742433272493507,0.01911609690352734,0.00958865320515911,0.020710178245454725,0.00040476851665761216,-0.026179868173674972,0.016636852891261402,0.005255908888875892,0.02018282623195568,0.01040568329713898,-0.026567785884935132,0.015203994820887358,0.1061993291572702,0.006700592440055446,-0.008470839596275618
SGL_RS19400,-0.007122242206130888,0.009039862191155825,-0.004389822408874413,0.00862408967524312,0.006967654257613837,0.039489694812837546,0.014151840169386944,-0.03533210683200481,-0.01708559770876219,-0.007698533904734355,-0.0031145573725379965,-0.011065926915128168,0.04610937139695779,0.03273793780698333,-0.01362156018453232,-0.020472956736618083,-0.014126895670424484,0.03581659509075746,-0.022388508738054855,0.0012221316262892102
SGL_RS01915,-0.0028695698666945293,0.0009145703771553441,-0.0019046078904567285,0.00032833266240303707,-0.005133940062813518,0.00638669677711597,-0.0015373228669709165,0.0021890417706230477,0.0066747863365847,-0.00506388696799891,0.003960890614338562,-0.016382886309541985,0.0030577632397426795,-0.0010509834906243284,0.0037528694734009632,0.005612501695069106,0.0006015856359754619,-0.008477991086598196,-0.01155324472712855,0.0016315144330612311
SGL_RS01920,-0.012205103402013992,0.005604712126656835,-0.006482372085399501,0.0056235196592712535,0.0005539686695131892,0.01317818937259636,-0.005107467106218454,-0.002116965487698846,-0.0030830302901741547,0.006265725322498987,-0.003091675541947104,-0.002144229762446064,0.004268420552845518,0.0011107694967742716,0.009049798764730119,0.010980793575854448,-0.005901466290630233,0.005393431731208247,-0.0017768395746863245,-0.0011861369254248663
SGL_RS01925,-0.011754459753603196,0.017221920203895697,-0.022247242888018742,-0.018123366799785365,0.0124163990041883,-0.013171537200516066,0.005223726244647613,0.008075538802457089,-0.012502300861259648,0.00336268305699307,-0.012058993699860363,-0.007382933190610607,0.010989355497357894,-0.002799006481697492,-0.0007416174887338038,-0.012859290489135061,-0.0020975447709228132,-0.010787419421158267,-0.0015862558068906723,-0.000431609823484455
SGL_RS01930,-0.020834090413900164,-0.00321306516635402,0.009108613039034924,-0.010154809295783203,-0.0025682975437739575,0.00017545499238263396,0.003629447034621873,-0.009052080444245438,-0.007423542316853889,0.08583412778808737,-0.0014812511139516678,0.012006717478732587,0.011231373974516599,-0.014374889553016947,-0.00016735410561170177,-0.006657369568700353,0.009304259915271796,-0.013979176362765662,-0.0017826433484508634,0.022145718952216908
SGL_RS01935,-0.02473710614103394,-0.003220376776837235,0.004711673809743982,-0.010155064808463985,0.005079912788896885,-0.015060150316577314,0.0002731279922617191,-0.006452279026178747,-0.0030781760498421523,0.06973921538829811,0.008932745414047922,0.02391804910690912,0.006714240095174041,-0.0026948718628245064,-0.011380650013428481,-0.014725468636649194,-0.010149487082888337,0.004110137509993346,-0.012742979205501865,0.01523198201138332
